饥渴	jike
生态系统	utxt
水天相接	utxj
晒太阳	utyh|uty
世态炎凉	utyl
顺天应人	utyr
水天一色	utys
书包	uubc
数百	uubd
书本	uubf
戍边	uubm
鼠标	uubn
授受不亲	uubq
恕不	uubu
伸手不见五指	uubv
数倍	uubw
生生不息	uubx
伸手不打笑脸人	uubr
蔬菜	uucd
数次	uuci
树丛	uucs
输错	uuco
束手待毙	uudb
疏导	uudc
神神叨叨	uudd
输得	uude
属地	uudi
书店	uudm
输掉	uudn
生杀大权	uudq
数额	uuee
顺势而为	uuew
说说而已	uuey
舒服	uufu
书法	uufa
舒舒服服	uuff
闪闪发光	uufg
书房	uufh
书稿	uugc
数个	uuge
树根	uugf
树干	uugj
曙光	uugl
书柜	uugv
输给	uugw
蔬果	uugo
书号	uuhc
声势浩大	uuhd
蜀汉	uuhj
抒怀	uuhk
舒缓	uuhr
疏忽	uuhu
赎回	uuhv
书画	uuhx
树杈	uuia
设身处地	uuid
舒畅	uuih
说时迟，那时快	uuik
杀身成仁	uuir
书虫	uuis
输出	uuiu
嗜杀成性	uuix
赎金	uujb
书记	uuji
十室九空	uujk
杀手锏	uujm
疏解	uujp
束手就擒	uujq
书卷	uujr
数据	uuju
暑假	uujx
疏浚	uujy
书刊	uukj
时时刻刻	uukk
数控	uuks
书库	uuku
漱口	uukz
树林	uulb
输了	uule
梳理	uuli|ulw
收视率	uulv
首鼠两端	uuld
数量	uull
熟练	uulm
数落	uulo
数列	uulp
疏漏	uulz
数码	uuma
疏密	uumi
书名	uumk
书面	uumm
树苗	uumn
数目	uumu
书眉	uumw
少数民族	uumz
深山密林	uuml
孰能	uung
数年	uunm
枢纽	uunq
淑女	uunv
世事难料	uunl
少数派	uup
竖排	uupd
树皮	uupi
薯片	uupm
上上签	uuq
闪烁其词	uuqc
深受其害	uuqh
暑期	uuqi
抒情	uuqk
书签	uuqm
实事求是	uuqu
顺手牵羊	uuqy
烧杀抢掠	uuql
暑热	uure
熟人	uurf
数日	uuri
倏然	uurj
顺水人情	uurq
盛衰荣辱	uurr
殊荣	uurs
输入	uuru
守身如玉	uury
上山容易下山难	uurn
疏散	uusj
输送	uuss
疏通	uuts
舒坦	uutj
薯条	uutn
顺水推舟	uutv
梳头	uutz
树梢	uuuc
书社	uuue
赎身	uuuf
书生	uuug
书上	uuuh
舒适	uuui
束手束脚	uuuj
舒爽	uuul
述说	uuuo
叔叔	uuuu
熟睡	uuuv
熟手	uuuz
事实胜于雄辩	uuub
书斋	uuvd
竖着	uuve
顺时针	uuvf
舒张	uuvh
数值	uuvi
舒展	uuvj
梳妆	uuvl
书桌	uuvo
首善之区	uuvq
事实证明	uuvm
甩手掌柜	uuvg
束手无策	uuwc
世事无常	uuwi
实属无奈	uuwn
舍生忘死	uuws
识时务者为俊杰	uuwj
伤势未愈	uuwy
舒心	uuxb
熟悉	uuxi
属性	uuxk
属相	uuxl
竖线	uuxm
书写	uuxp
蜀绣	uuxq
数学	uuxt
属下	uuxx
莘莘学子	uuxz
硕士学位	uuxw
尸山血海	uuxh
属于	uuyu|uuy
生杀予夺	uuyd
树叶	uuye
输氧	uuyh
身首异处	uuyi
输赢	uuyk
疏远	uuyr
数月	uuyt
蛇鼠一窝	uuyw
世上已千年	uuyn
数字	uuzi
数组	uuzu
赎罪	uuzv
实实在在	uuzz
射手座	uuzo
说实在话	uuzh
沙沙作响	uuzx
水杯	uvbw
水表	uvbn
水泵	uvbg
十之八九	uvbj
善者不来	uvbl
水边	uvbm
水波	uvbo
神志不清	uvbq
始终不懈	uvbx
矢志不渝	uvby
水草	uvcc|uvc
水彩	uvcd
谁知道	uvd
水稻	uvdc
睡袋	uvdd
水滴	uvdi
税单	uvdj
水电	uvdm
守株待兔	uvdt
深宅大院	uvdy
税额	uvee|uve
市政府	uvf
税法	uvfa
水分	uvff
睡房	uvfh
税负	uvfu
水费	uvfw
山中方一日	uvfr
上阵父子兵	uvfb
谁敢	uvgj|uwgj|uwg|uvg
束之高阁	uvgg
水怪	uvgk
水果	uvgo
水管	uvgr
水沟	uvgz
谁会	uvhv|uwhv
失之毫厘	uvhl
水货	uvho
水患	uvhr
水壶	uvhu
山珍海味	uvhw
水花	uvhx
税后	uvhz
水产	uvij|uvi
水车	uvie
水涨船高	uvig
水池	uvii
睡觉	uvjn|uvj
税金	uvjb
市直机关	uvjg
水晶	uvjk
水碱	uvjm
水解	uvjp
水酒	uvjq
时至今日	uvjr
始终坚持	uvji
水库	uvku|uvk
水坑	uvkg
税款	uvkr
睡了	uvle
水里	uvli
水灵	uvlk
水疗	uvln
水量	uvll
睡莲	uvlm
水流	uvlq
水路	uvlu
税率	uvlv
十指连心	uvlx
水中捞月	uvly
睡眠	uvmm|uvm
睡梦	uvmg
水墨	uvmo
水泥	uvni|uvn
水鸟	uvnn
水牛	uvnq
水暖	uvnr
水泡	uvpc
水盆	uvpf
税票	uvpn
水蒸气	uvq
水汽	uvqi
水枪	uvql
睡前	uvqm
水球	uvqq
水渠	uvqu
生殖器官	uvqg
舌战群儒	uvqr
水至清则无鱼	uvqy
始终如一	uvry
收之桑榆	uvsy
逝者如斯	uvrs
手指头	uvtz|uvt
水塔	uvta
睡态	uvtd
水塘	uvth
水田	uvtm
水帖	uvtp
水桶	uvts
水土	uvtu
上知天文，下知地理	uvtl
深圳市	uvui|uvu
是真是假	uvuj
适者生存	uvuc
水蛇	uvue
水深	uvuf
水上	uvuh
睡熟	uvuu
税收	uvuz
睡着	uvvc
水闸	uvva
水质	uvvi
水战	uvvj
寿终正寝	uvvq
水准	uvvy
税务	uvwu
水位	uvww|uvw
水温	uvwf
水洼	uvwa
说着玩的	uvwd
胜者为王败者寇	uvwk
山中无老虎	uvwh
实质性	uvx
水洗	uvxi
睡醒	uvxk
水乡	uvxl
水仙	uvxm
水下	uvxx
生殖系统	uvxt
水压	uvya
水印	uvyb
是这样的	uvyd
绳之以法	uvyf
睡衣	uvyi
受之有愧	uvyk
水源	uvyr
水域	uvyu
水运	uvyy
水灾	uvzd|uvz
水藻	uvzc
睡姿	uvzi
水族	uvzu
谁肯	uwkf|uvkf|uwk
十万八千里	uwbl|uwb
商务舱	uwch|uwc
手无寸铁	uwct
伤亡惨重	uwcv
身无彩凤双飞翼	uwcy
声威大震	uwdv
生物多样性	uwdx
身无分文	uwfw
手无缚鸡之力	uwfl
生物工程	uwgi
十万火急	uwhj
身无长物	uwiw
身无长处	uwii
税务局	uwju|uwj
谁将	uwjl|uvjl
事无巨细	uwjx
说文解字	uwjz
耍无赖	uwld
十五六岁	uwls
食物链	uwlm
视网膜	uwmo|uwm
谁能	uwng|uvng
谁怕	uwpa|uvpa|uwp
上无片瓦	uwpw
生物圈	uwqr|uwq
史无前例	uwql
舍我其谁	uwqu
事务所	uwso|uws
尸位素餐	uwsc
十五岁	uwsv
圣文森特和格林纳丁斯	uwss
啥问题	uwti|uwt
深恶痛绝	uwtj
世外桃源	uwty
十位数	uwuu|uwu
谁说	uwuo|uvuo
市委书记	uwuj
杀无赦	uwue
生物钟	uwv
士为知己者死	uwvs
谁知	uwvi
身外之物	uwvw
恕我直言	uwvy
爽歪歪	uwwd|uww
水汪汪	uwwh
谁想	uwxl|uwx
守望相助	uwxv
首尾相应	uwxy
谁要	uwyc|uvyc
谁有	uwyz|uvyz
山外有山	uwyu
手舞足蹈	uwzd
上下班	uxb
刷白	uxbd
双下巴	uxba
手下败将	uxbj
水泄不通	uxbt
深信不疑	uxby
烧香拜佛	uxbf
刷单	uxdj|uxd
少先队	uxdv
少先队员	uxdy
手续费	uxfw|uxf
说瞎话	uxhx|uxh
耍横	uxhg
甚嚣尘上	uxiu
嗜血成性	uxix
率先垂范	uxif
刷机	uxji
身心俱疲	uxjp
数学家	uxjx
刷卡	uxka
刷了	uxle
耍赖	uxld
刷脸	uxlm
手下留情	uxlq
赏心乐事	uxlu
身陷囹圄	uxly
书香门第	uxmd
耍弄	uxns|uxn
刷屏	uxpk|uxp
上下铺	uxpu
实习期	uxqi|uxq
十项全能	uxqn
上下其手	uxqu
深陷其中	uxqv
摄像头	uxt
刷头	uxtz
山西省	uxug
刷刷	uxux
实心实意	uxuy
身先士卒	uxuz
手心手背	uxub
受限制	uxvi|uxv
身陷桎梏	uxvg
上下文	uxwf|uxw
瞬息万变	uxwb
少小无猜	uxwc
世袭罔替	uxwt
歃血为盟	uxwm
上下五千年	uxwn
刷新	uxxb|uxx
时效性	uxxk
刷洗	uxxi
上行下效	uxxx
受限于	uxyu|uxy
刷牙	uxya
水性杨花	uxyh
赏心悦目	uxym
升学压力	uxyl
上下一心	uxyx
伤心欲绝	uxyj
刷子	uxzi|uxz
上下左右	uxzy
说一不二	uybe
十有八九	uybj
拾遗补阙	uybq
食欲不振	uybv
上一次	uyc
顺次	uyci
顺从	uycs
顺带	uydd|uyd
顺道	uydc
顺德	uyde
顺当	uydh
顺耳	uyer|uye
十一二岁	uyes
食言而肥	uyef
铩羽而归	uyeg
十月份	uyff|uyf
顺风	uyfg
受益匪浅	uyfq
时有发生	uyfu
扇阴风，点鬼火	uyfh
甚于防川	uyfi
适用范围	uyfw
上一个	uyge|uyg
深有感触	uygi
双引号	uyhc|uyh
顺差	uyia
顺畅	uyih
顺产	uyij
顺滑	uyhx
师夷长技以制夷	uyiy
瞬间	uyjm|uyj
收音机	uyji
商业街	uyjp
顺境	uyjk
杀一儆百	uyjb
煞有介事	uyju
树欲静而风不止	uyjv
事因经过始知难	uyjn
顺口	uykz
顺利	uyli
顺路	uylu
失业率	uylv
受益良多	uyld
上有老下有小	uylx
双眼皮	uypi
试用期	uyq
数易其稿	uyqg
顺气	uyqi
数以千计	uyqj
说一千道一万	uyqw
涮羊肉	uyrz
啥意思	uysi|uys
生于斯长于斯	uyss
收银台	uytd|uyt
手眼通天	uytt
寿与天齐	uytq
神游太虚	uytx
深有体会	uyth
深有同感	uytg
示意图	uytu
试一试	uyu
数一数二	uyue
说一声	uyug
说一说	uyuo
顺势	uyui
孰优孰劣	uyul
顺水	uyuv
时隐时现	uyux
时有时无	uyuw
世易时移	uyuy
顺手	uyuz
是一种	uyvs|uyv
顺着	uyve
事已至此	uyvc
善游者溺	uyvn
顺祝	uyvu
顺位	uyww|uyw
深以为然	uywr
数以万计	uywj
试一下	uyxx|uyx
顺心	uyxb
实言相告	uyxg
瞬息	uyxi
睡眼惺忪	uyxs
顺序	uyxu
水银泻地	uyxd
适用于	uyy
施以援手	uyyu
顺眼	uyyj
顺应	uyyk
山雨欲来	uyyl
收银员	uyyr
事与愿违	uyyw
十一月	uyyt
十一月份	uyyf
术业有专攻	uyyg
手有余香	uyyx
顺嘴	uyzv|uyz
双鱼座	uyzo
始于足下	uyzx
生于忧患	uyyh
收归	uzgv
势在必得	uzbd
数罪并罚	uzbf
狮子搏兔	uzbt
狮子搏兔，亦用全力	uzbl
手臂	uzbi
手表	uzbn
首播	uzbo
手背	uzbw
势在必行	uzbx
收藏	uzch|uzc
手册	uzce
首次	uzci
受挫	uzco
收存	uzcy
受到	uzdc|uzd
手袋	uzdd
寿诞	uzdj
狮子大开口	uzdk
手电	uzdm
手段	uzdr
手动	uzds
首都	uzdu
首尔	uzer|uze
首恶	uzee
手法	uzfa
身在福中不知福	uzff
首犯	uzfj
首付	uzfu
收费	uzfw
收割	uzge
手感	uzgj
受过	uzgo
收官	uzgr
手工	uzgs
守寡	uzgx
收购	uzgz
受害	uzhd
守恒	uzhg
首行	uzhh
受寒	uzhj
收获	uzho
守护	uzhu
收回	uzhv
售后	uzhz
手环	uzhr
首创	uzil|uzi
受潮	uzic
寿辰	uzif
收成	uzig
首场	uzih
手持	uzii
售出	uziu
受尽	uzjb
手机	uzji
受惊	uzjk
收件	uzjm
手脚	uzjn
首届	uzjp
守旧	uzjq
手绢	uzjr
十字街头	uzjt
收据	uzju
售价	uzjx
说走就走	uzjz
收看	uzkj|uzk
手铐	uzkc
授课	uzke
首肯	uzkf
手快	uzkk
收款	uzkr
受控	uzks
受苦	uzku
受困	uzky
收口	uzkz
瘦了	uzle
手里	uzli
首领	uzlk
受凉	uzll
收敛	uzlm
狩猎	uzlp
收留	uzlq
收拢	uzls
收录	uzlu
受累	uzlw
首轮	uzly
寿命	uzmk|uzm
收买	uzmd
守门	uzmf
首末	uzmo
守墓	uzmu
首脑	uznc
收纳	uzna
受难	uznj
受虐	uznt
手帕	uzpa
受聘	uzpb
首批	uzpi
收盘	uzpj
受骗	uzpm
售票	uzpn
耍嘴皮子	uzpz
手勤	uzqb
收起	uzqi
售罄	uzqk
手枪	uzql
收钱	uzqm
手巧	uzqn
手球	uzqq
授权	uzqr
受穷	uzqs
收取	uzqu
受热	uzre
首任	uzrf
首日	uzri
瘦弱	uzro
手软	uzrr
收容	uzrs
收入	uzru
事在人为	uzrw
瘦肉	uzrz
寿司	uzsi
收缩	uzso
守岁	uzsv
受损	uzsy
手速	uzsu
手头	uztz|uzt
手套	uztc
手提	uzti
收摊	uztj
收听	uztk
收条	uztn
受托	uzto
首推	uztv
瘦身	uzuf
手上	uzuh
收拾	uzui
手术	uzuu
实在是高	uzug
收税	uzuv
收受	uzuz
手指	uzvi
手肘	uzvz
手札	uzva
守着	uzve
手掌	uzvh
手镯	uzvo
手足之情	uzvq
手中	uzvs
守住	uzvu
手抓	uzvx
手足无措	uzwc
守望	uzwh
手腕	uzwj
手握	uzwo
手误	uzwu
收尾	uzww
少走弯路	uzwl
收下	uzxx
首选	uzxr
手心	uzxb
首席	uzxi
寿星	uzxk
首相	uzxl
瘦小	uzxn
手写	uzxp
瘦削	uzxt
手续	uzxu
受训	uzxy
受阻于	uzy
收押	uzya
收银	uzyb
首要	uzyc
首页	uzye
手游	uzyz
手痒	uzyh
收益	uzyi
首映	uzyk
受用	uzys
守约	uzyt
授予	uzyu
始作俑者	uzyv
守则	uzze
守在	uzzd
瘦子	uzzi
受罪	uzzv
这	v|vezw|vwz|vwzw
之	vidn|v
中	vs
战	vjlg
展	vju|vjun
主	vu
制	vip
症	vgbv
政	vgv|vgvw
终	vss|vssd
者	vel|velo
着	ve|vcyo|voyo|veyo
正	vg|vgav
治	vid
质	vipr
专	vra|vrad
职	vie|vieb
只	vi|vikb
志	viux
至	via|viat
指	vif|vifo
证	vgy|vgyv
织	visb
支	viuy
张	vhg|vhgi
转	vr|vri|vriv
准	vyd|vydf
争	vgd|vgdl
烝	vgl|vglh
镇	vfj
值	vir|virq
装	vl|vldy
众	vsr|vsrr
州	vzd
整	vgu
知	viu
真	vf|vfub
直	viuq
占	vj
抓	vx|vxfv
住	vur
周	vz
招	vcf|vcfk
照	vco|vcoh
注	vud
助	vuql
致	viaw
洲	vzdl|vzdv
站	vjl
章	vhl
置	visq
止	vil|vila
逐	vuz
著	vuc|voco|vuco
征	vgi|vgiv
状	vldq
针	vfju
筑	vuv
找	vc
圳	vft|vfti
宅	vdbq
债	vdr|vdrr
追	vv|vvz|vvzk
植	vimq
纸	vis
振	vff|vffn
障	vhe
择	vdfl|zefl
驻	vumv
朱	vupw|vun|vunn
赵	vct|vctx
钟	vsj
庄	vlg|vlgt
珠	vuw|vuwv
郑	vgb|vgbe
涨	vhd|vhdi
浙	ved
掌	vhx
震	vfy|vfyn
壮	vld
忠	vsv|vsvx
珍	vfw|vfwp
扎	va|zaf|zafv
祝	vup|vupe
阵	vfe|vfei
猪	vuq|vuqo
帐	vhj|vhji
诸	vuy|vuyo
柱	vum
秩	vih
胀	vho|vhoi
竹	vupl|vugg|vug
仲	vsrv
赚	vrk|vrkn|zrk
诊	vfyp
寨	vdbm
炸	vah
旨	vib
址	vit|vitv
滞	vidj
彰	vhlp
哲	vefk
摘	vdf|vdfk
桌	vo|volm
卓	vol
兆	vce|vced
铸	vuj|vujc
枝	vim|vimy
衷	vsw|vswy
撞	vlf|vlfl
砖	vru|vruv
丈	vha|vhan
瞩	vuo|vuoy
舟	vzp|vzpd
侦	vfr|vfrr
挣	vgf|vgfl
骤	vzm|vzmn
芝	vic
肿	vso|vsov
昭	vcok
撰	vrf|vrfb
妆	vldn
脂	vio|vioo
轴	vzi|vziy
崭	vje|vjej
诈	vay|vayv
帜	vij
蒸	vgc|vgch
仗	vhr|vhrv
捉	vof|vofr
闸	vamj
肇	vch
桩	vlm|vlmt
窄	vdb
嘱	vuk|vuky
贮	vuka
渣	vad
昼	vzia
肢	vioy
蔗	vec|vech
斋	vdw|vdwe
沾	vjd
罩	vcs|vcsu
宙	vzb|vzby
瞻	vjo|vjok
遮	vez|vezh
琢	vow|vown|zow|zown
煮	vul
睁	vgo|vgol
臻	vfa|vfah
贞	vfl
铮	vgj|vgjl
漳	vhdu
坠	vve|vvet
稚	vihf
咋	vakv|za|zekv|zakv
钊	vcj|vcjd
乍	vap|vapa
詹	vjdk
枕	vfm
斩	vji|vjij
沼	vcdk
灼	voh
粥	vzg|vzgg|yugg
缀	vvs|vvsy
皱	vzdy
浊	vod
酯	viyo
踵	vsz
掷	vife
烛	vuh|vuhi
樟	vhm
桢	vfmr
账	vhk|vhki
杖	vhmv
辙	vei|veiw
酌	voy
榨	vam
篆	vrv
赈	vfk|vfkn
盏	vjj
炙	viph
拙	vofi
绽	vjs|vjsr
谆	vyy
栉	vime
侄	virt
肘	vzo|vzoc
苎	vuca
璋	vhw
祯	vfp|vfpr
禛	vfpb
辄	veiv
帧	vfjr
札	vamv
爪	vcp|vxp|vxpn
毡	vjmk
茁	voc|voci
栈	vjmj
甄	vfx|vfxw
芷	vicv
锥	vvj|vvjf
涿	vodn
蛛	vui
拄	vuf|vufv
铢	vujv
斟	vfq|vfqu
洙	vudv
窒	vibt
咫	vii
竺	vuve
拽	vk|vkf|vkfy
蘸	vjc
眨	vao|vaof
蛀	vuiv
峥	vge|vgel
吱	vik|viky|zik
伫	vura
缜	vfs|vfsb
咒	vzk
杼	vuml
箴	vfv|vfvk
赘	vvf|vvfr
趾	vizv
柘	vem|vemu
疹	vfb
痔	vibc
镯	voj|voji
冢	vsb
蜘	viik
帚	vze|vzej
郅	viae
胄	vzyo
嶂	vheu
仉	vhrj
绉	vzs|vzse
侏	vurv
锗	vej|vejo
桎	vimt
雉	viuf
褶	vep|vepb
诏	vcy
怔	vgx|vgxv
惴	vvx|vvxe
瘴	vhb
祉	vipv
盅	vsvm
啄	vok|vokn
蛰	vefi
奘	vlp|vlv|vlpd|zhp|zhv|zhvd|zhpd
砧	vfu
蟑	vhi
诛	vuyv
陟	viep
诤	vgyl
鹧	veg|vegn
谪	vey|veyk
赭	vet|veto
狰	vgq
纣	vzsc
獐	vhq|vhqu
幛	vhju
榛	vfmh
铡	vaj|vajd
濯	vodf
茱	vucv
焯	vohu|ich
鸩	vfdn
痣	vibx
蛭	viit
倬	vor|voru
馔	vrub
蚱	vaiv
啭	vrkv
箸	vuvo
炷	vuhv
妯	vzn|vzny
擢	voff
轸	vfi|vfip
踯	viz
翥	vulx
啁	vckk|vzkk
稹	vfh|vfhb
徵	viiw
诌	vzy
隹	vvr
蓁	vfc
胝	viod
颛	vre
栀	vimv
斫	vou|vouj
吒	vakq
旃	vjfd
钲	vgjv
贽	vifr
豸	vipp
磔	veum
胗	vfop
肫	vyo|vyot
骓	vvmf
繇	vzpx|ycpx|yzpx
棹	vcm
鸷	vifn
碡	vzu|vzum
砟	vau|vauv
谵	vjy
朕	vfo|vfot
轵	viib
诼	voyn
瘵	vdbx
畛	vftp
彘	viv|vivb
觯	vidl
锺	vsjv
槠	vumo
揸	vaf|vafa
笊	vcv
絷	vifx
螽	vswi
籀	vzv|vzvt
舳	vuvy
痄	vab|vabv
搌	vjf|vjfn
埴	vitq
酎	vzyc
缒	vvsz
哳	vakj
嫜	vhn|vhnu
忮	vix
骘	viem
踬	vizr
荮	vzc|vzcc
瘃	vubn
麈	vugv
疰	vubv
浞	vodr
禚	vop
拃	vafv
啫	vek|veko
汋	vodu
喆	veu|veuk
沚	vidv
挓	vafq
奓	vadx
溠	vadg
鲊	vaa|vaav
䃎	vaux
劄	vav|vavd
鲝	vaya
齇	vaz|vazq
旐	vcfd
曌	vcog
晢	vefo
詟	velk
䗪	vegi
纼	vfsl
袗	vfpp
揕	vffv
葴	vfck
鬒	vfab
暲	vhou
𦭜	vicb
庤	vigc
晊	viot
梽	vimx
畤	vitc
锧	vijr
稙	vihq
榰	vimo
疐	viur
飐	vjjk
栴	vjmd
偡	vjr|vjrv
鹯	vjwn
鳣	vja|vjaa
椓	vom|vomn
䦃	vojo
棁	vome
叕	voyy
䓬	vocu
晫	voo|voou
䏝	vro|vrov
僎	vrrb
茽	vscv
纻	vus|vusa
柷	vume
砫	vuuv
髽	vxa|vxat
衠	vyi
㤘	vzx
辀	vziv
鸼	vzvn
婤	vznk
𬶐	vcav|vca
𬬿	vcjk
𬃊	vimr
𬸦	vofn
𬘯	vysz
这样	vy|veyh
知道	vd
掌握	vw|vhwo
准备	vb|vybw
只能	vn
正确	vq|vgqt
这么	vm|veme
折腾	vt|vetg
只怕	vp|vipa
治安案件	vaaj
眨巴	vaba
榨菜	vacd|vac
渣打	vada
铡刀	vadc
乍得	vade
炸弹	vadj
炸掉	vadn
炸断	vadr
扎堆	vadv
炸飞	vafw
扎根	vagf|vag
榨干	vagj
炸锅	vago
札幌	vahl
咋呼	vahu
炸毁	vahv
乍见	vajm
炸开	vakd
炸了	vale|val
栅栏	valj
扎牢	valc
炸裂	valp
炸雷	valw
闸门	vamf
蚱蜢	vamg
诈骗	vapm
榨取	vaqu
炸死	vasi|vas
渣土	vatu|vat
炸伤	vauh
扎实	vaui
扎手	vauz
榨汁	vavi
渣渣	vava
扎针	vavf
诈降	vaxl
炸药	vayc
眨眼	vayj
扎营	vayk
榨油	vayz
渣滓	vazi
皱巴巴	vbba|vbb
止步不前	vbbq
朝不保夕	vbbx
治标不治本	vbbb
准备了	vble|vbl
找不到	vbdc|vbd
找不到北	vbdb
只不过	vbgo|vbg
转不过弯	vbgw
周边国家	vbgj
准备好	vbhc|vbh
准备好了	vbhl
猪八戒	vbjp|vbj
这不就是	vbju
治病救人	vbjr
招兵买马	vbmm
正本清源	vbqy
追本溯源	vbsy
中饱私囊	vbsn
这不是	vbui|vbu
针砭时弊	vbub
丈八蛇矛	vbum
找不着	vbvc|vbv
知不知道	vbvd
支不支持	vbvi
照搬照套	vbvt
准不准	vbvy
转败为胜	vbwu
转悲为喜	vbwx
照本宣科	vbxk
止步于	vby
振臂一呼	vbyh
止步于此	vbyc
诈败佯输	vbyu
这辈子	vbzi|vbz
志不在此	vbzc
招安	vcan
照搬	vcbj
招兵	vcbk
招标	vcbn
罩杯	vcbw
照此	vcci|vcc
找到	vcdc
招待	vcdd
着地	vcdi
着调	vcdn
招风	vcfg
照顾	vcgu|vcg
招干	vcgj
照管	vcgr
招工	vcgs
兆赫	vche
招行	vchh
着火	vcho
召唤	vchr
招呼	vchu
找回	vchv
招魂	vchy
找出	vciu|vci
找茬	vcia
照抄	vcic
斩草除根	vcig
照常	vcih
招财进宝	vcjb
知错就改	vcjg
着急	vcji
召见	vcjm
照旧	vcjq
招架	vcjx
招考	vckc
召开	vckd
照看	vckj
找来	vcld
找了	vcle
照理	vcli
招揽	vclj
找零	vclk
照亮	vcll
照料	vcln
着迷	vcmi
照明	vcmk
照面	vcmm
着魔	vcmo
招募	vcmu
找虐	vcnt|vcn
知错能改	vcng
招聘	vcpb
招牌	vcpd
照片	vcpm
招嫖	vcpn
朝气	vcqi|vcq
找钱	vcqm
肇庆	vcqk
找人	vcrf|vcr
招惹	vcre
找死	vcsi
招贴	vctp
兆头	vctz
照射	vcue
招生	vcug
招商	vcuh
招式	vcui
真材实料	vcul
照说	vcuo
招数	vcuu
真才实学	vcux
招手	vcuz
找找	vcvc
照着	vcve
照章	vcvh
招致	vcvi
招展	vcvj
罩住	vcvu
招赘	vcvv
找寻	vcxy
朝夕	vcxi
照相	vcxl
招贤	vcxm
找些	vcxp
昭雪	vcxt
找下	vcxx
爪牙	vcya
招引	vcyb
照耀	vcyc
照样	vcyh
照应	vcyk
只此一家	vcyj
沼泽	vcze
照做	vczo
招租	vczu
注册资本	vczb
注册资金	vczj
债多不愁	vdbi
战斗不止	vdbv
志大才疏	vdcu
种豆得豆	vddd
斋饭	vdfj
窄幅	vdfu
抓大放小	vdfx
正当防卫	vdfw
正大光明	vdgm
这段话	vdhx|vdh
直捣黄龙	vdhl
摘除	vdiu|vdi
摘抄	vdic
长大成人	vdir
战斗机	vdj
斋戒	vdjp
张灯结彩	vdjc
真的假的	vdjd
斩钉截铁	vdjt
指点江山	vdju
债款	vdkr|vdk
知道了	vdl
找到了	vdle
战斗力	vdli
摘录	vdlu
知道吗	vdma|vdm
摘帽	vdmc
指点迷津	vdmj
宅门	vdmf
正当年	vdnm|vdn
宅男	vdnj
宅女	vdnv
债权	vdqr
摘取	vdqu
煮豆燃萁	vdrq
这倒是	vdui|vdu
这段时间	vduj
债主	vdvu
债务	vdwu
窄小	vdxn
针对性	vdxk
摘选	vdxr
摘下	vdxx
直到现在	vdxz
撞大运	vdyy
摘引	vdyb
摘要	vdyc
志得意满	vdym
宅院	vdyr
值得一提	vdyt
这倒也是	vdyu
睁大眼睛	vdyj
指点一二	vdye
寨子	vdzi
镇定自若	vdzr
重点大学	vddx
渣打银行	vdyh
这边	vebm|veb
这帮	vebh
遮蔽	vebi
卓尔不群	vebq
这部	vebu
正儿八经	vebj
这次	veci|vc|vwc
遮挡	vedh
这点	vedm|vwd
折叠	vedp
折断	vedr
这儿	veer|vee
这份	veff
折返	vefj
这副	vefu
这方	vefh
折耳根	vegf
这个	vege|vwg
遮盖	vegd
遮光	vegl
鹧鸪	vegu
折桂	vegv
折合	vehe|veh
这回	vehv
丈二和尚摸不着头脑	vehn
丈二和尚	vehu
折成	veig
折尺	veii
遮丑	veiz
这家	vejx
浙江	vejl
这届	vejp
折旧	vejq
这句	veju
这件	vejm
折扣	vekz
这里	veli
遮拦	velj
折磨	vemo
这枚	vemw
抓耳挠腮	vens
这批	vepi
这篇	vepm
这期	veqi|veq
折让	verh|ver
这人	verf
折算	vesr|ves
这厮	vesi
蔗糖	veth
知恩图报	vetb
折杀	veua
折射	veue
这时	veui
折扇	veuj
这种	vevs|vev|vwv
这张	vevh
遮住	vevu
这位	veww|vew|vww
这晚	vewj
这下	vexx|vex
哲学	vext
折现	vexm
这些	vexp|vx
遮羞	vexq
折腰	veyc
遮掩	veyj
震耳欲聋	veyl
褶子	vezi
真爱	vfai
珍宝	vfbc
真笨	vfbf
真棒	vfbh
振臂	vfbi
砧板	vfbj
针砭	vfbm
甄别	vfbp
遮风避雨	vfby
贞操	vfcc
侦测	vfce
珍藏	vfch
针刺	vfci
真惨	vfcj
真的	vfde
震荡	vfdh
阵地	vfdi
镇定	vfdk
争分夺秒	vfdm
真多	vfdo
诊断	vfdr
震动	vfds
针对	vfdv
遮风挡雨	vfdy
阵法	vffa
振奋	vfff
阵风	vffg
真烦	vffj
振幅	vffu
诊费	vffw
珍贵	vfgv|vfg
真格	vfge
真敢	vfgj
真乖	vfgk
追风赶月	vfgy
政府工作报告	vfgg
真好	vfhc
震撼	vfhj
真坏	vfhk
真话	vfhx
侦查	vfia
争风吃醋	vfic
真诚	vfig
震颤	vfij
真传	vfir
枕巾	vfjb
真迹	vfji
震惊	vfjk
镇江	vfjl
针尖	vfjm
阵脚	vfjn
贞洁	vfjp
针灸	vfjq
真假	vfjx
真菌	vfjy
政府机关	vfjg
真快	vfkk
真空	vfks
真理	vfli
真懒	vflj
真乱	vflr
诊疗	vfln
真累	vflw
阵列	vflp
缜密	vfmi
真慢	vfmj
装疯卖傻	vfmu
真美	vfmw
真能	vfng|vfn
震怒	vfnu
真怕	vfpa
真皮	vfpi
侦破	vfpo
珍禽	vfqb
真气	vfqi
